gene_index_978	pr_gene_id	gene_symbol	signed_log2fc	direction	n_pairs	n_probes	comparison	role
279	11073	TOPBP1	0.9592103909	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
280	23	ABCF1	0.5965376191	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
281	5641	LGMN	-0.6391882345	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
282	8720	MBTPS1	0.4529036416	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
283	10782	ZNF274	0.2419452597	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
284	25932	CLIC4	-0.2288333159	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
285	3028	HSD17B10	1.091810684	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
286	6804	STX1A	1.658333632	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
287	890	CCNA2	2.5258799	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
288	6390	SDHB	0.1615669469	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
289	4303	FOXO4	-0.5860705774	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
290	10953	TOMM34	2.131372249	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
291	22889	KIAA0907	0.9593897573	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
292	3098	HK1	0.03549941474	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
293	11044	PAPD7	0.7602385151	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
294	8985	PLOD3	0.8371668963	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
295	66008	TRAK2	-0.6319431413	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
296	9217	VAPB	-0.1610937216	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
297	701	BUB1B	2.305024771	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
298	6182	MRPL12	0.9280396507	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
299	4860	PNP	1.028640736	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
300	7398	USP1	0.7380299573	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
301	6117	RPA1	0.3573274593	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
302	23588	KLHDC2	0.1137405106	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
303	949	SCARB1	0.9007723462	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
304	7168	TPM1	-0.2372127727	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
305	9375	TM9SF2	0.4513692014	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
306	4927	NUP88	0.9407081344	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
307	2523	FUT1	0.5908285892	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
309	6856	SYPL1	0.2392103788	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
310	26036	ZNF451	0.1882202817	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
311	10206	TRIM13	0.1925178101	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
312	25793	FBXO7	0.1334404805	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
313	55556	ENOSF1	0.3829597342	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
314	3978	LIG1	1.302861135	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
315	10681	GNB5	-0.009313885974	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
316	3638	INSIG1	0.9171771705	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
317	8349	HIST2H2BE	0.2975200273	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
318	6275	S100A4	-0.07418587205	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
320	392	ARHGAP1	-0.06093490438	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
321	9170	LPAR2	0.3772742646	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
323	23300	ATMIN	0.2338966251	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
324	836	CASP3	0.004950730005	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
325	11188	NISCH	-0.04175460622	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
326	10898	CPSF4	0.8181063739	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
327	9276	COPB2	0.8045440942	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
328	1647	GADD45A	-0.1749726927	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
329	10285	SMNDC1	0.912619759	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
330	23386	NUDCD3	0.7124231291	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
331	3156	HMGCR	0.2743288284	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
332	10237	SLC35B1	1.081666534	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
333	7077	TIMP2	-0.3691160385	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
334	11157	LSM6	0.6683714492	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
335	22908	SACM1L	0.02715331376	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
336	10915	TCERG1	1.063046112	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
337	9897	KIAA0196	0.9095766701	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
338	1759	DNM1	0.2770194927	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
339	54541	DDIT4	1.738008929	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
340	211	ALAS1	0.04697558631	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
341	5048	PAFAH1B1	-0.7420970286	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
342	84722	PSRC1	1.474600637	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
343	29890	RBM15B	0.4447867024	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
345	873	CBR1	0.3295041911	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
346	5580	PRKCD	-0.1466758667	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
347	3725	JUN	-0.006343109527	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
348	23585	TMEM50A	-0.03168272565	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
349	51097	SCCPDH	0.3587697171	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
350	1831	TSC22D3	0.006914980511	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
351	7020	TFAP2A	0.3842974387	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
352	55893	ZNF395	0.2349006189	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
353	6944	VPS72	0.7459043318	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
354	22883	CLSTN1	-0.3027373333	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
355	5601	MAPK9	0.7287778547	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
356	10775	POP4	0.520036307	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
357	4780	NFE2L2	0.4038527804	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
358	10904	BLCAP	0.5275977223	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
359	9917	FAM20B	0.2864402701	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
360	1399	CRKL	0.7386105753	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
361	24149	ZNF318	0.7869911157	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
362	2222	FDFT1	0.6802269899	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
363	10131	TRAP1	1.950037522	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
364	2958	GTF2A2	0.2766483416	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
365	9650	MTFR1	1.497708309	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
367	4817	NIT1	-0.08105351337	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
368	9143	SYNGR3	-0.04381373735	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
369	10494	STK25	0.6121128134	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
370	55324	ABCF3	0.3093263098	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
371	23149	FCHO1	0.7058522255	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
372	9943	OXSR1	0.4005780159	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
373	6599	SMARCC1	1.462305641	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
374	51031	GLOD4	0.1955125892	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
375	3566	IL4R	-0.213236737	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
376	3815	KIT	-0.90686177	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
377	8624	PSMG1	1.686701993	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
378	27346	TMEM97	2.47319978	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
379	10489	LRRC41	0.4977560238	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
380	26128	KIF1BP	0.3408732586	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
381	79921	TCEAL4	0.2017158188	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
382	55746	NUP133	0.8822914594	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
383	23636	NUP62	1.145444741	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
384	10892	MALT1	0.05353384556	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
385	10652	YKT6	0.0883159417	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
386	11004	KIF2C	2.090621471	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
387	23530	NNT	-0.02583656213	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
388	8826	IQGAP1	-0.1146305474	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
389	3308	HSPA4	0.54633889	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
390	7153	TOP2A	3.470076088	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
391	11041	B4GAT1	-0.03695579249	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
392	6342	SCP2	-0.1068303781	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
393	5883	RAD9A	0.3507901957	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
394	10589	DRAP1	0.9363448884	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
395	5110	PCMT1	0.154065638	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
396	4609	MYC	3.38194538	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
397	5423	POLB	1.373005921	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
398	1070	CETN3	0.31789536	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
399	10051	SMC4	0.88766523	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
401	9019	MPZL1	0.6895256619	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
402	10969	EBNA1BP2	1.749762343	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
403	9797	TATDN2	0.4045324972	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
404	4043	LRPAP1	0.2376366664	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
405	9519	TBPL1	0.790540339	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
406	8480	RAE1	0.3391763625	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
407	983	CDK1	2.587675633	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
408	10559	SLC35A1	0.1749130707	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
409	8508	NIPSNAP1	1.379384713	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
410	9275	BCL7B	-0.07940281461	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
411	8914	TIMELESS	1.85648387	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
412	54505	DHX29	0.3497192185	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
413	6919	TCEA2	-0.1494381587	down	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
414	2274	FHL2	0.1210134137	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
415	2288	FKBP4	1.012870965	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
416	7994	KAT6A	0.1438871438	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
417	4216	MAP3K4	0.2907321589	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
418	7538	ZFP36	-0.1036661375	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
419	3628	INPP1	0.2557885181	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
420	2037	EPB41L2	0.621832626	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
421	2771	GNAI2	0.2488975527	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
422	7264	TSTA3	1.287047588	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
423	1786	DNMT1	1.724363473	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
424	5873	RAB27A	0.001087339634	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
425	780	DDR1	0.3362085182	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
426	9926	LPGAT1	0.8180541361	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
427	8446	DUSP11	0.7180128735	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
428	7159	TP53BP2	0.6404071357	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
429	1026	CDKN1A	-0.2930502376	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
430	7082	TJP1	-0.3124205905	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
431	10058	ABCB6	0.6146976274	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
432	10797	MTHFD2	1.644828086	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
433	11230	PRAF2	0.06436436733	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
434	30836	DNTTIP2	0.4682479841	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
435	27336	HTATSF1	0.5008942791	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
436	9918	NCAPD2	1.453163437	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
437	79073	TMEM109	0.5439045546	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
438	9688	NUP93	1.320132208	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
439	23659	PLA2G15	0.2848179205	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
440	8396	PIP4K2B	0.2500148734	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
441	23077	MYCBP2	0.2882394611	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
442	10857	PGRMC1	0.4192068321	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
443	16	AARS	1.094341785	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
444	2817	GPC1	0.1474144092	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
445	60528	ELAC2	0.6559422038	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
446	5359	PLSCR1	0.5966659952	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
447	1514	CTSL	0.00462152705	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
448	1509	CTSD	-0.5445606015	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
449	9181	ARHGEF2	-0.07696352364	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
450	3611	ILK	-0.135519609	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
451	4783	NFIL3	0.3607851197	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
452	10123	ARL4C	0.1081661368	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
453	8895	CPNE3	0.7956822752	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
454	9805	SCRN1	0.1241363697	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
455	4125	MAN2B1	-0.1951423263	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
456	1635	DCTD	1.138276292	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
457	4154	MBNL1	-0.2228042253	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
458	26292	MYCBP	0.2919891575	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
459	5770	PTPN1	0.4777945584	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
460	25874	MPC2	0.5690485661	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
461	11319	ECD	0.6267947391	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
462	1153	CIRBP	-0.2768199042	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
463	11098	PRSS23	0.2265578481	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
464	8974	P4HA2	0.2608963791	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
465	533	ATP6V0B	0.3467637302	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
466	823	CAPN1	0.1550331509	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
467	6812	STXBP1	0.1358277965	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
468	3693	ITGB5	0.4882836764	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
469	4891	SLC11A2	1.633650328	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
470	10954	PDIA5	1.067382465	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
471	5909	RAP1GAP	0.2864242088	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
472	9221	NOLC1	1.389906402	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
473	847	CAT	0.2737560582	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
474	11072	DUSP14	1.178274206	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
475	10221	TRIB1	0.2218187628	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
476	7158	TP53BP1	0.5895037948	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
477	8678	BECN1	0.4209236812	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
478	11014	KDELR2	1.157670587	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
479	1994	ELAVL1	0.1120784779	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
480	3482	IGF2R	0.291524271	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
481	25976	TIPARP	-0.007838331805	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
482	10491	CRTAP	-0.4513665028	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
483	51053	GMNN	1.167272171	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
484	9267	CYTH1	-0.3487115287	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
485	5547	PRCP	0.3948127347	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
486	6597	SMARCA4	0.8287417941	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
487	5836	PYGL	0.2674969123	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
488	6118	RPA2	0.6065089383	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
489	2961	GTF2E2	0.7447980428	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
490	310	ANXA7	0.1841663811	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
491	7296	TXNRD1	0.5183612186	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
492	1429	CRYZ	1.144925639	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
493	2548	GAA	-0.06231112288	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
494	6499	SKIV2L	0.4130704414	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
495	642	BLMH	0.2166166453	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
496	23076	RRP1B	0.9855820525	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
497	10099	TSPAN3	-0.8572550381	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
498	9817	KEAP1	0.2316907856	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
499	9126	SMC3	0.6775483939	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
500	3930	LBR	0.2522988193	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
501	10450	PPIE	0.1912386958	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
502	54386	TERF2IP	-0.0333750682	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
503	664	BNIP3	0.5781849486	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
504	596	BCL2	0.004440509556	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
505	10180	RBM6	0.2766202628	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
506	1445	CSK	0.133702443	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
507	230	ALDOC	0.6581843445	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
508	9246	UBE2L6	0.0486329739	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
509	5092	PCBD1	1.376790276	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
510	23463	ICMT	0.3721594998	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
511	10007	GNPDA1	0.9890880455	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
512	4925	NUCB2	0.346108831	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
513	6251	RSU1	-0.1606292529	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
514	5782	PTPN12	0.9388533126	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
515	5106	PCK2	0.01688636565	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
516	2673	GFPT1	0.6567825432	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
517	644	BLVRA	-0.1814519538	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
518	6284	S100A13	0.06279580924	up	30	5	tumor_vs_normal	CRC_DISEASE_SIGNATURE
519	4605	MYBL2	0.08597856413	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
521	54499	TMCO1	-0.3702025744	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
522	11007	CCDC85B	0.0349722672	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
523	1643	DDB2	0.0796829664	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
524	25805	BAMBI	0.3133043128	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
525	3033	HADH	-0.03152329389	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
526	2745	GLRX	-0.01940319208	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
527	9961	MVP	-0.3823237407	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
528	3925	STMN1	0.3857520096	up	30	4	tumor_vs_normal	CRC_DISEASE_SIGNATURE
529	2582	GALE	0.09773623743	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
530	5792	PTPRF	-0.3374688259	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
531	5236	PGM1	-0.7794345227	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
532	4016	LOXL1	0.1510846736	up	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
533	4651	MYO10	0.8588557791	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
534	3988	LIPA	-0.4553797916	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
535	26227	PHGDH	0.9861763675	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
536	7982	ST7	0.7837506628	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
537	3551	IKBKB	0.5234874926	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
538	5108	PCM1	0.1990721736	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
539	8870	IER3	1.307682164	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
540	2195	FAT1	0.7576237974	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
541	8731	RNMT	0.5467312832	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
542	1956	EGFR	0.005153240653	up	30	4	tumor_vs_normal	CRC_DISEASE_SIGNATURE
543	10276	NET1	-0.2549638801	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
544	1666	DECR1	-0.02519208566	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
545	4864	NPC1	0.6616350581	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
546	4232	MEST	0.07154151123	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
547	5050	PAFAH1B3	1.554560517	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
548	813	CALU	1.123497605	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
549	3964	LGALS8	-0.003489945152	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
550	26020	LRP10	-0.4526750444	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
551	481	ATP1B1	-0.2302809566	down	30	2	tumor_vs_normal	CRC_DISEASE_SIGNATURE
552	5019	OXCT1	0.2094934817	up	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
553	291	SLC25A4	-0.1341715136	down	30	1	tumor_vs_normal	CRC_DISEASE_SIGNATURE
554	10973	ASCC3	0.4754709972	up	30	3	tumor_vs_normal	CRC_DISEASE_SIGNATURE
